continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Europe,Master's,Y,N,4013,Northeast,26277.06,Year,Y,0,71
Asia,Master's,Y,N,1836,West,16780.57,Year,Y,0,48
Asia,Bachelor's,Y,N,4134,Northeast,631.3547,Hour,Y,1,103
Asia,Bachelor's,Y,N,1530,South,218094.61,Year,Y,0,16
North America,Bachelor's,Y,N,3035,West,92156.56,Year,Y,0,26
North America,Master's,N,N,737,Northeast,533.0116,Hour,Y,1,33
Asia,High School,N,N,2559,Midwest,107717.62,Year,Y,0,13
North America,Bachelor's,N,N,1361,South,92231.75,Year,Y,0,19
Asia,High School,Y,N,543,South,63123.78,Year,Y,1,43
Europe,Bachelor's,Y,Y,2861,South,101072.99,Year,Y,0,36
Europe,Bachelor's,N,N,2527,West,40125.84,Year,Y,0,25
South America,Doctorate,Y,N,84466,Northeast,41360.0,Year,Y,0,154
Asia,Bachelor's,Y,N,3396,South,44070.67,Year,Y,0,11
North America,Master's,Y,N,2744,Northeast,125960.81,Year,Y,0,17
Asia,Doctorate,Y,Y,3013,Northeast,18585.64,Year,Y,0,146
North America,Bachelor's,N,Y,2772,West,36727.92,Year,Y,0,11
Asia,Master's,Y,N,7285,South,111706.66,Year,N,0,31
Asia,Bachelor's,N,N,1896,Northeast,6690.67,Year,Y,1,112
Europe,Master's,N,N,1169,South,46049.98,Year,N,0,28
Asia,Bachelor's,Y,Y,2814,South,78534.41,Year,Y,0,22
Oceania,High School,Y,N,786,West,115097.54,Year,Y,0,15
Asia,Master's,Y,N,2504,Northeast,72007.78,Year,Y,0,20
North America,Master's,N,N,56,South,93783.95,Year,N,0,158
Europe,High School,N,N,1863,South,49685.14,Year,Y,0,61
Europe,High School,Y,N,3634,Northeast,105577.88,Year,Y,1,35
Asia,Bachelor's,N,Y,2227,South,183528.79,Year,Y,0,17
Europe,Doctorate,Y,N,1583,West,170788.78,Year,Y,0,19
Europe,Bachelor's,Y,N,4681,West,49865.19,Year,Y,1,95
Asia,Bachelor's,N,N,2380,West,103366.25,Year,Y,1,171
Asia,Bachelor's,Y,N,2445,Midwest,51473.44,Year,Y,0,54
South America,Bachelor's,N,Y,4363,West,93278.01,Year,Y,1,26
Europe,Doctorate,Y,N,2705,South,3795.05,Year,Y,0,37
Asia,Bachelor's,Y,N,1564,Midwest,78723.58,Year,Y,0,39
Asia,Bachelor's,N,N,101,South,529.5431,Hour,Y,0,22
Asia,Doctorate,Y,N,1618,Northeast,114.82,Hour,Y,0,13
Asia,Bachelor's,Y,N,1113,Northeast,37364.35,Year,Y,0,25
North America,Bachelor's,N,N,2448,West,127192.61,Year,N,1,29
Asia,Master's,Y,N,1332,South,58991.09,Year,Y,0,162
Europe,Bachelor's,N,N,1000,West,49434.03,Year,Y,0,25
North America,Master's,N,N,1779,West,44463.13,Year,Y,1,205
Asia,Master's,Y,N,232,South,39157.95,Year,Y,0,24
North America,Bachelor's,Y,N,1368,West,557.4047,Hour,Y,1,29
Asia,Doctorate,Y,N,6034,South,25619.05,Year,Y,0,10
Europe,Bachelor's,N,N,5501,Northeast,42332.42,Year,Y,0,20
Asia,Bachelor's,Y,N,3139,South,96886.71,Week,Y,0,36
Asia,Bachelor's,N,N,2303,West,13446.63,Year,Y,1,18
Europe,Doctorate,Y,Y,5827,Northeast,63920.53,Year,Y,0,34
Asia,Master's,Y,N,2878,West,45642.39,Year,Y,0,55
Asia,Bachelor's,Y,N,7290,Midwest,56998.23,Year,Y,0,12
Asia,Bachelor's,Y,N,2543,South,106939.28,Year,Y,0,18
Asia,Bachelor's,N,Y,693,South,81296.02,Year,Y,1,44
South America,Master's,Y,N,-17,South,129701.94,Year,Y,0,21
North America,Doctorate,N,N,3019,Midwest,22950.92,Month,N,0,11
Africa,Master's,Y,N,79266,Northeast,79539.0,Year,Y,0,35
Asia,Bachelor's,Y,N,758,Northeast,56001.24,Year,Y,0,52
Asia,Master's,Y,N,57,Midwest,84064.35,Year,Y,0,25
Europe,Doctorate,Y,N,1841,West,87439.59,Year,Y,0,53
Asia,High School,Y,N,515,West,78014.35,Year,Y,1,22
Asia,Bachelor's,Y,N,1067,West,25711.95,Year,Y,1,39
Asia,Bachelor's,Y,N,135,West,84207.58,Year,Y,0,11
Asia,Master's,N,N,1151,Midwest,83429.94,Year,N,0,22
Asia,Bachelor's,Y,N,2045,West,29511.45,Year,Y,0,29
Asia,Master's,Y,N,4247,Northeast,46829.34,Year,Y,0,16
Asia,Bachelor's,Y,Y,3146,West,32973.26,Year,Y,1,20
Asia,Bachelor's,N,N,7687,Northeast,68408.42,Year,Y,1,11
North America,Bachelor's,Y,N,3002,Northeast,131198.37,Year,Y,0,17
Asia,Master's,N,N,271,Midwest,83465.53,Year,Y,0,24
Europe,Bachelor's,N,N,3645,Northeast,69341.97,Year,Y,0,53
North America,High School,Y,N,2950,West,17916.46,Year,Y,0,24
Asia,Master's,Y,N,4550,Northeast,13247.79,Year,Y,0,98
Asia,Master's,Y,N,144,Northeast,116141.58,Year,Y,0,144
North America,Bachelor's,Y,N,3077,Northeast,110996.01,Week,Y,0,20
South America,Doctorate,Y,N,1255,South,64649.21,Year,Y,0,12
Oceania,Bachelor's,N,N,2402,Northeast,71136.12,Year,Y,0,14
Asia,High School,Y,N,4406,West,30393.4,Year,Y,1,13
North America,High School,Y,N,1037,Island,56348.85,Year,Y,1,29
North America,Bachelor's,N,N,194312,West,62589.28,Year,Y,0,23
Asia,Bachelor's,N,N,4876,West,72666.62,Year,Y,1,67
Asia,Bachelor's,N,N,3259,Northeast,541.2883,Hour,Y,1,29
Asia,Bachelor's,N,Y,908,South,96934.66,Year,Y,0,26
Asia,Doctorate,N,Y,34116,South,142821.19,Year,Y,0,14
Asia,Bachelor's,Y,N,1928,Northeast,89121.71,Year,Y,0,46
Asia,Bachelor's,N,N,2256,South,118776.18,Year,Y,1,11
Africa,Bachelor's,Y,N,3463,Northeast,30799.2,Year,Y,0,15
North America,Master's,Y,N,570,Northeast,142223.42,Year,Y,0,103
Asia,Bachelor's,Y,N,6077,Northeast,27556.25,Year,Y,0,12
Asia,Bachelor's,N,Y,3715,South,163591.2,Year,Y,1,17
North America,Bachelor's,N,N,567,Northeast,92547.8,Year,N,1,11
Europe,Doctorate,N,N,3772,West,45894.14,Year,Y,0,25
Asia,High School,Y,N,5041,South,101944.37,Year,Y,1,98
Europe,Bachelor's,N,N,633,Northeast,813.4241,Hour,Y,0,14
Asia,High School,Y,N,19911,Midwest,57520.05,Year,Y,0,30
Europe,Doctorate,Y,N,1885,Northeast,14515.06,Year,Y,0,24
South America,Bachelor's,N,Y,4292,West,64871.55,Year,Y,0,156
Asia,High School,N,Y,819,South,26055.3,Year,Y,0,21
Asia,High School,N,N,1077,West,496.2104,Hour,Y,1,30
North America,Master's,Y,N,920,West,70108.04,Year,Y,0,29
Asia,Bachelor's,Y,Y,138,Midwest,184236.83,Year,Y,0,206
Asia,Bachelor's,N,N,1084,Northeast,425.1077,Hour,Y,1,27
North America,Bachelor's,N,N,1450,Northeast,52711.07,Year,Y,0,25
Asia,Doctorate,Y,Y,1496,West,32838.0,Year,Y,0,27
Asia,Bachelor's,N,N,127,South,77347.46,Year,Y,1,19
Asia,Bachelor's,N,N,3902,South,106885.79,Year,Y,0,19
Asia,Bachelor's,Y,N,706,West,34147.44,Year,Y,1,26
North America,Master's,Y,N,2357,Northeast,103857.4,Year,Y,1,47
Asia,Master's,Y,N,5255,West,47178.53,Year,Y,0,15
North America,Master's,Y,N,99872,Northeast,32409.37,Year,Y,0,37
Asia,Bachelor's,N,N,2696,South,65906.82,Year,Y,0,16
Europe,Master's,Y,N,874,West,4972.57,Year,Y,0,29
North America,Master's,Y,N,19122,Midwest,109538.99,Year,N,1,26
Asia,Bachelor's,N,N,4173,West,97934.49,Year,Y,0,17
Asia,Bachelor's,Y,N,36957,Northeast,148005.47,Year,Y,1,46
Asia,Master's,Y,N,184,Northeast,90314.44,Year,Y,0,18
North America,Master's,N,N,137,Northeast,12379.78,Year,Y,1,16
Europe,High School,Y,N,441,West,44445.61,Year,Y,1,176
Asia,Bachelor's,N,N,1269,Northeast,307.5542,Hour,Y,0,22
Europe,Master's,Y,N,427,South,137479.06,Year,Y,0,46
Asia,Master's,N,N,603,Midwest,59639.54,Year,Y,0,26
Asia,High School,N,N,934,Midwest,27168.42,Year,Y,1,76
Asia,Master's,Y,N,2042,South,81832.29,Week,N,0,58
Asia,High School,Y,N,1824,South,104161.29,Year,Y,0,14
Europe,Bachelor's,N,N,17647,Northeast,96.6666,Hour,Y,1,39
North America,Bachelor's,Y,N,4432,South,502.9275,Hour,Y,1,67
Europe,Bachelor's,Y,N,1374,South,87607.53,Year,Y,1,12
North America,Bachelor's,Y,Y,383,South,48767.67,Year,Y,0,19
Asia,Master's,Y,N,2575,South,156576.9,Year,N,0,23
Asia,Master's,Y,N,2980,Northeast,147111.47,Year,Y,0,50
Asia,Bachelor's,N,Y,9739,South,129455.03,Year,Y,0,133
South America,High School,Y,N,1304,West,147.7032,Hour,Y,0,33
Asia,Master's,Y,N,4364,Northeast,74899.15,Year,N,0,9
Asia,Master's,Y,N,3083,West,82376.97,Year,Y,0,47
Asia,Bachelor's,N,N,2484,West,71468.25,Year,Y,0,25
North America,Bachelor's,Y,N,8498,South,58866.24,Year,Y,1,94
Europe,Bachelor's,N,N,623,Northeast,25419.59,Year,Y,0,16
Asia,Bachelor's,Y,N,1132,South,47839.37,Year,Y,0,13
Asia,Bachelor's,Y,N,3824,Northeast,5647.49,Year,Y,1,38
Asia,Bachelor's,Y,N,5057,Northeast,83313.83,Year,Y,0,17
Asia,Master's,Y,N,2733,Northeast,39442.97,Year,N,0,24
Asia,Bachelor's,Y,N,1165,Northeast,160793.83,Year,N,1,23
Asia,Bachelor's,N,N,2812,Midwest,172431.39,Year,Y,0,114
Asia,Bachelor's,Y,N,135,West,104726.17,Year,Y,1,11
Asia,Master's,Y,N,1991,South,154825.43,Year,Y,0,16
Asia,Bachelor's,Y,N,254,South,132646.71,Year,Y,0,62
Asia,High School,Y,N,2473,South,82678.69,Year,Y,1,12
Asia,Master's,N,N,1507,West,8012.28,Year,Y,0,13
Asia,Bachelor's,N,N,1487,Northeast,67602.95,Year,Y,0,95
Asia,Bachelor's,N,N,1498,West,741.9883,Hour,Y,1,14
Asia,Bachelor's,Y,N,429,Midwest,44986.24,Month,Y,0,28
South America,High School,Y,N,1318,West,104428.58,Year,Y,0,10
North America,Master's,N,N,5572,West,76632.04,Year,N,0,48
Asia,Master's,N,N,1450,South,876.9421,Hour,Y,0,185
Asia,Bachelor's,N,Y,2268,South,284585.2,Year,Y,0,165
North America,Master's,N,N,1282,West,117135.28,Year,N,0,15
North America,High School,Y,N,3374,South,57374.83,Week,Y,0,25
Asia,Master's,Y,N,2170,South,13440.32,Year,Y,0,100
Asia,High School,Y,N,3271,Northeast,45596.11,Year,Y,0,60
Asia,Bachelor's,N,N,300,Northeast,466.7417,Hour,Y,0,43
Asia,Master's,Y,N,1389,South,57812.55,Week,Y,1,46
Asia,Bachelor's,Y,N,992,West,218554.78,Year,Y,0,31
Asia,High School,N,N,22365,Midwest,65208.74,Year,Y,1,167
Asia,High School,Y,N,5113,West,93146.1,Year,Y,1,48
Asia,Bachelor's,Y,N,708,South,138315.14,Year,Y,0,16
Asia,Bachelor's,N,N,405,South,115099.12,Year,Y,1,18
South America,Master's,Y,N,5935,Northeast,6049.49,Year,Y,0,26
Asia,Bachelor's,Y,N,2519,South,144896.2,Year,Y,1,18
Asia,Bachelor's,N,Y,1090,Northeast,145386.2,Year,Y,1,9
Asia,Bachelor's,N,N,1332,West,47556.72,Year,Y,1,41
Asia,Bachelor's,Y,N,1293,Northeast,85453.5,Year,Y,1,25
Asia,Bachelor's,N,N,95737,Midwest,95188.57,Year,Y,0,24
Asia,Doctorate,Y,N,670,South,41792.66,Year,N,0,7
Asia,Bachelor's,Y,N,5319,Midwest,254.778,Hour,Y,0,11
Asia,Master's,Y,N,5337,South,98271.46,Year,N,0,16
Asia,Bachelor's,Y,N,2533,Northeast,69059.01,Year,Y,0,17
Asia,Master's,Y,N,622,Northeast,108218.05,Year,N,0,39
Asia,Bachelor's,N,N,4214,Northeast,118320.0,Year,Y,1,24
Asia,Bachelor's,Y,N,2632,West,170882.09,Year,Y,0,106
North America,Bachelor's,Y,N,4949,South,74782.43,Year,N,0,39
Asia,Master's,Y,N,821,South,146574.94,Year,N,0,23
Asia,Master's,Y,N,1416,Northeast,105047.44,Year,N,0,62
Asia,Master's,Y,N,2861,West,52770.54,Year,Y,0,9
North America,High School,Y,N,2115,Northeast,1599.28,Month,Y,0,34
Europe,Bachelor's,N,N,23,West,118940.86,Year,Y,1,21
Europe,Bachelor's,Y,N,4420,West,3361.35,Year,Y,0,55
Asia,Bachelor's,Y,N,1604,West,105.24,Hour,Y,0,66
Asia,Bachelor's,Y,N,21152,West,60371.56,Year,Y,0,26
North America,Master's,Y,N,922,Northeast,69244.14,Week,Y,0,28
Asia,Doctorate,N,N,385,Midwest,97081.12,Year,Y,0,63
Asia,Bachelor's,N,N,1335,Northeast,26843.93,Year,Y,1,24
North America,Master's,N,N,1154,South,52.0516,Hour,Y,1,46
Asia,Master's,Y,N,75880,South,56569.6,Year,Y,0,39
Europe,Doctorate,N,Y,1977,Midwest,147892.16,Year,Y,0,16
Asia,Doctorate,N,N,1307,South,126549.52,Year,N,0,20
Asia,Master's,Y,N,34829,Midwest,88240.1,Year,Y,0,34
Asia,Master's,N,N,14789,Midwest,250436.94,Year,Y,0,15
Asia,Bachelor's,Y,N,2658,Northeast,122440.88,Year,Y,0,19
Asia,Bachelor's,N,N,1237,Northeast,111097.65,Year,Y,0,23
Europe,Doctorate,N,N,1785,Northeast,65475.15,Year,Y,0,23
Asia,Master's,N,N,2282,Midwest,94794.98,Year,Y,1,38
Asia,Master's,Y,N,3495,West,70152.5,Year,Y,1,34
Asia,Bachelor's,N,N,542,South,140285.26,Year,Y,0,32
Asia,Doctorate,N,N,3970,West,74603.2,Year,Y,1,10
Asia,Bachelor's,Y,N,1696,South,83286.06,Year,Y,0,36
Asia,Bachelor's,Y,N,2623,Northeast,139028.36,Year,Y,1,15
Europe,Master's,Y,N,353,West,28586.75,Year,Y,0,13
Europe,Bachelor's,N,Y,2551,Midwest,72973.11,Year,Y,0,13
Asia,Master's,Y,N,2478,South,16460.49,Year,Y,0,19
Asia,Bachelor's,N,Y,126,West,78896.39,Year,Y,0,26
North America,Bachelor's,N,Y,4846,West,87843.94,Year,Y,0,42
North America,Master's,N,N,1129,South,107747.49,Year,Y,0,16
North America,Bachelor's,Y,N,737,South,23676.16,Year,Y,0,20
Asia,Master's,Y,N,1212,South,11468.31,Year,Y,0,23
Europe,Doctorate,Y,N,517,Northeast,10644.42,Year,Y,0,24
Asia,High School,Y,Y,190,South,29916.77,Year,Y,0,150
Asia,Doctorate,N,Y,3586,West,25418.82,Year,Y,0,14
Asia,Master's,N,N,2465,Midwest,83588.56,Year,Y,0,19
Asia,Master's,Y,N,22840,South,82507.76,Year,N,0,30
Asia,Master's,Y,N,636,West,95806.22,Year,N,0,16
Africa,Master's,Y,N,717,Northeast,57194.88,Year,Y,0,20
Europe,Bachelor's,N,N,69015,South,47675.74,Year,Y,1,15
Asia,Bachelor's,Y,N,1866,Midwest,124031.52,Year,Y,0,168
Asia,Bachelor's,N,N,1915,South,102202.7,Year,Y,0,46
Asia,Bachelor's,Y,N,1719,Northeast,542.6125,Hour,Y,1,41
Asia,Bachelor's,N,N,1730,Northeast,63980.19,Year,Y,0,18
Asia,High School,Y,Y,2196,South,65598.53,Year,Y,1,44
Asia,Bachelor's,Y,N,526,Northeast,59401.18,Year,Y,1,13
North America,Bachelor's,Y,N,3532,Northeast,53773.75,Year,Y,0,108
Asia,Bachelor's,Y,N,546,South,93697.92,Year,Y,0,17
North America,Master's,N,N,242,Midwest,104538.18,Year,N,0,16
Asia,Doctorate,N,N,4415,West,27726.14,Year,Y,0,22
Asia,Bachelor's,Y,N,2478,South,87059.16,Year,Y,1,50
Asia,Master's,N,N,1921,West,193514.82,Year,N,0,27
North America,Master's,Y,N,2207,South,34398.09,Year,N,0,18
Asia,Bachelor's,N,N,3613,Midwest,93171.62,Year,Y,0,15
Asia,Master's,Y,N,3668,Northeast,126684.93,Year,Y,0,16
Europe,Bachelor's,N,Y,2333,South,114769.17,Year,Y,1,14
Asia,Bachelor's,Y,N,922,Northeast,148620.51,Year,Y,0,14
Asia,Master's,N,N,2601,West,85283.88,Year,Y,0,90
Asia,Bachelor's,N,N,3345,South,71682.17,Year,Y,1,20
Asia,High School,Y,N,228,Midwest,16895.99,Year,Y,1,27
Asia,Bachelor's,N,N,984,West,140.85,Hour,Y,1,31
Europe,Bachelor's,Y,N,1333,South,117503.91,Year,Y,0,23
Asia,Master's,N,N,419,Northeast,4234.47,Year,Y,1,19
North America,Doctorate,Y,N,868,South,89724.85,Year,Y,0,55
North America,Doctorate,Y,N,91451,Northeast,101740.57,Year,Y,0,23
North America,High School,Y,N,1137,South,19585.3,Year,Y,0,16
Europe,Doctorate,Y,N,3658,Northeast,45679.27,Year,Y,0,11
North America,Bachelor's,N,N,1214,Midwest,38808.64,Year,Y,0,12
Asia,Bachelor's,N,N,2678,West,847.0106,Hour,Y,1,141
Asia,Bachelor's,Y,N,1129,South,21745.82,Year,Y,0,160
South America,Master's,N,N,695,West,8575.23,Year,Y,0,26
Asia,Bachelor's,N,N,2088,Northeast,65101.58,Year,Y,1,25
Asia,Master's,Y,N,96042,Northeast,22806.11,Year,Y,0,184
Asia,Bachelor's,Y,N,2234,West,191173.78,Year,Y,0,95
Asia,High School,Y,N,57909,West,67786.77,Year,N,1,135
North America,Bachelor's,Y,N,1880,West,108523.36,Year,N,0,112
Europe,High School,Y,N,867,South,8257.35,Year,Y,0,77
Asia,High School,N,N,547,Midwest,318.6505,Hour,Y,1,95
North America,Master's,N,N,160,South,133821.87,Year,N,1,160
Asia,Bachelor's,Y,N,3772,West,51166.64,Year,Y,0,18
North America,High School,Y,N,5364,South,54363.49,Year,Y,1,37
South America,Master's,Y,N,1216,South,55970.62,Year,N,0,60
North America,Bachelor's,Y,N,1062,Midwest,8932.55,Year,Y,0,43
Asia,Bachelor's,N,N,746,South,115.12,Hour,Y,1,12
Asia,High School,Y,N,5965,Northeast,35446.27,Year,Y,1,15
North America,Master's,Y,N,1817,West,98722.59,Year,N,0,18
Europe,Bachelor's,N,Y,1220,West,1030.85,Year,Y,0,172
Asia,High School,Y,N,304,Northeast,12048.74,Year,Y,1,12
Asia,Bachelor's,N,N,4861,Northeast,101.8,Hour,Y,1,36
Asia,High School,N,N,5416,South,151814.99,Year,N,0,19
Europe,Master's,Y,N,18990,West,23195.31,Year,Y,0,82
South America,Master's,Y,N,2394,Midwest,8769.69,Year,Y,0,14
Asia,High School,N,Y,4632,South,48616.69,Year,Y,1,17
Asia,Doctorate,Y,N,23942,Island,70380.93,Year,Y,1,31
Asia,Master's,Y,N,107,Northeast,92835.68,Year,Y,0,18
Asia,Bachelor's,Y,N,2970,South,29061.54,Year,Y,0,26
Asia,Master's,Y,N,673,South,128758.39,Year,Y,0,18
Asia,Master's,Y,N,1403,Northeast,81462.37,Year,Y,1,57
South America,Master's,Y,Y,1050,South,32617.28,Year,Y,0,15
Asia,Bachelor's,N,N,4965,South,89875.83,Year,N,0,30
Europe,Doctorate,N,Y,24536,South,52250.72,Year,Y,0,27
North America,Bachelor's,Y,N,1582,South,68323.32,Year,Y,1,49
North America,Bachelor's,N,N,1449,Northeast,73813.64,Year,Y,0,109
Asia,Bachelor's,Y,N,2597,West,155042.99,Year,Y,0,78
Asia,Master's,Y,N,5392,West,30829.83,Year,Y,0,84
Asia,Bachelor's,Y,N,5197,Northeast,42857.83,Year,Y,0,46
Asia,High School,N,N,1586,South,116566.18,Year,Y,1,35
Asia,High School,Y,N,897,Midwest,75820.24,Year,Y,1,17
Asia,Bachelor's,N,N,1718,West,99517.51,Year,Y,0,185
Asia,Master's,N,N,64,Northeast,675.3657,Hour,Y,0,160
Europe,Master's,N,N,566,West,147795.3,Year,Y,1,19
Asia,Master's,Y,N,1789,Northeast,111907.48,Year,Y,0,60
Asia,High School,N,N,506,West,126822.93,Year,Y,0,11
Asia,Master's,Y,N,1506,South,87728.95,Year,N,0,19
Europe,Doctorate,N,N,1121,South,26201.0,Year,Y,0,18
South America,Bachelor's,N,N,2444,Northeast,117333.93,Year,Y,0,17
Asia,Bachelor's,N,N,2944,South,230984.28,Year,Y,0,26
North America,Doctorate,Y,N,6347,West,7574.47,Year,Y,0,26
Europe,Bachelor's,N,N,2852,South,59917.08,Year,Y,0,15
Asia,Bachelor's,Y,N,2224,Island,51943.75,Year,N,0,18
Asia,Master's,Y,N,207,South,3589.51,Year,Y,0,98
Asia,High School,N,N,399,Midwest,151692.73,Year,Y,1,17
North America,Bachelor's,Y,N,47094,South,2724.43,Year,Y,0,185
North America,Bachelor's,Y,N,6631,West,42608.5,Year,Y,0,30
Asia,Bachelor's,Y,N,5476,Northeast,10904.53,Year,Y,0,55
Africa,Bachelor's,N,N,1551,Northeast,75585.88,Year,Y,0,14
Asia,Doctorate,Y,N,2043,West,62272.47,Year,Y,0,16
North America,Master's,N,N,2233,Midwest,10393.16,Year,N,0,25
Europe,Bachelor's,Y,N,3421,Island,29274.06,Year,Y,1,122
Asia,Bachelor's,Y,N,58,West,136969.3,Year,Y,0,23
Asia,Bachelor's,Y,N,3731,South,71137.23,Year,Y,0,32
Asia,Master's,N,N,202,Northeast,210374.15,Year,N,0,19
Asia,High School,N,N,4776,Northeast,75560.67,Year,Y,1,159
Asia,Bachelor's,N,N,5210,West,73056.2,Year,Y,0,57
Asia,High School,Y,N,794,South,50191.44,Year,Y,1,11
Africa,Bachelor's,N,N,2836,Northeast,29943.98,Year,Y,1,52
Asia,High School,Y,N,1669,West,155365.31,Year,N,1,55
Asia,Bachelor's,Y,N,2078,South,121710.75,Year,Y,1,131
Asia,Master's,Y,N,4757,West,56079.82,Year,Y,0,27
Asia,Bachelor's,Y,N,5326,Northeast,57342.06,Year,Y,0,18
Asia,Bachelor's,Y,N,3218,Midwest,141404.77,Year,Y,0,17
South America,Master's,N,N,932,Northeast,85677.02,Year,Y,0,42
Asia,Bachelor's,N,N,3644,Northeast,22716.32,Year,Y,1,37
Asia,High School,Y,N,1588,Northeast,188839.27,Year,Y,0,12
Asia,High School,Y,N,1908,West,45240.97,Year,Y,1,24
Africa,Bachelor's,Y,N,110,Midwest,24749.28,Year,Y,1,41
Asia,Master's,N,N,517,Midwest,76814.48,Year,Y,0,48
Asia,High School,N,N,442,Midwest,319210.27,Year,Y,1,17
Asia,High School,Y,N,1584,Northeast,71652.43,Year,Y,1,36
Asia,Bachelor's,Y,N,19608,South,92216.19,Year,Y,1,84
Asia,High School,Y,N,102,Northeast,87994.2,Year,Y,0,37
Africa,Master's,Y,N,1942,West,162285.42,Year,Y,0,16
North America,Master's,Y,Y,2007,South,88494.54,Year,Y,1,61
Asia,Doctorate,Y,N,4200,Northeast,111908.23,Year,Y,0,18
Asia,Master's,Y,N,2226,Northeast,93833.62,Year,Y,0,58
Europe,Master's,N,Y,367,Northeast,17804.2,Year,Y,0,25
Asia,Master's,N,Y,1402,West,122695.72,Year,Y,0,36
Asia,Master's,Y,N,930,Northeast,20537.96,Year,Y,1,68
Asia,Bachelor's,Y,N,926,South,86310.95,Week,Y,1,15
North America,Doctorate,N,N,4149,Northeast,87889.39,Year,Y,0,26
Europe,Bachelor's,Y,N,235,Northeast,36.0253,Hour,Y,1,53
Asia,Master's,N,N,1744,Northeast,55479.27,Year,Y,0,35
Asia,Master's,N,N,3004,Midwest,127890.8,Year,Y,0,25
Asia,Master's,N,N,3410,South,416.7472,Hour,Y,1,46
North America,High School,Y,N,174,South,72986.07,Year,Y,0,19
North America,Master's,Y,N,425,Northeast,332.0437,Hour,Y,1,37
Asia,Bachelor's,Y,N,562,South,162892.64,Year,Y,1,20
Asia,Bachelor's,Y,N,1601,West,76240.43,Year,Y,1,29
Asia,High School,Y,N,3372,Midwest,125384.93,Year,Y,1,138
North America,Master's,Y,N,1400,South,61052.31,Year,N,0,27
Asia,High School,Y,N,5369,Northeast,50202.73,Year,Y,1,24
Asia,Master's,Y,N,3177,West,89655.93,Year,Y,0,34
Europe,High School,Y,N,3255,West,49322.27,Year,Y,1,154
Asia,High School,Y,N,945,Northeast,72030.98,Year,Y,1,25
Asia,Bachelor's,Y,N,101444,West,47501.0,Year,Y,0,14
North America,Bachelor's,Y,N,724,Northeast,45106.05,Year,N,0,20
Asia,Master's,N,N,4698,Northeast,130279.37,Year,N,1,58
Asia,Master's,N,N,2491,South,115773.56,Year,N,1,30
Europe,Doctorate,N,N,3115,Northeast,25114.1,Year,Y,0,17
Asia,Bachelor's,N,Y,804,West,105579.13,Year,Y,0,10
Asia,Bachelor's,N,N,4322,Northeast,55320.21,Year,Y,0,44
Europe,Master's,N,Y,2517,South,64461.76,Year,Y,1,151
Asia,Bachelor's,Y,N,3215,Northeast,54118.19,Year,Y,0,30
Europe,Master's,Y,N,44327,West,99091.26,Year,Y,0,47
Asia,Master's,N,N,4233,West,37763.22,Year,Y,0,166
Asia,Bachelor's,N,N,377,South,107.65,Hour,Y,0,23
Asia,Master's,N,N,2197,South,119963.88,Year,Y,0,20
Asia,Bachelor's,N,Y,2551,South,61287.29,Year,Y,0,46
Asia,Bachelor's,Y,N,979,Northeast,53604.22,Week,Y,1,104
North America,Master's,N,Y,1664,South,121085.47,Year,Y,0,19
North America,Master's,Y,N,1824,Northeast,24679.14,Year,Y,0,45
Asia,Bachelor's,N,N,245,West,20901.58,Year,Y,1,46
Asia,Master's,N,Y,487,Northeast,109.4171,Hour,Y,0,41
Asia,Master's,Y,N,1302,South,37507.75,Year,Y,0,71
Asia,Bachelor's,N,N,1407,Midwest,144791.84,Year,Y,1,12
Asia,Master's,Y,N,1903,Northeast,112623.74,Year,Y,0,19
Asia,Doctorate,Y,N,1007,West,109717.08,Year,Y,0,98
Europe,Master's,N,N,2104,South,103372.88,Year,Y,1,11
Europe,Master's,Y,N,3440,Northeast,50518.46,Year,Y,1,16
Asia,Doctorate,N,N,125220,Northeast,102856.2,Year,Y,0,36
Europe,Bachelor's,Y,N,4104,Northeast,25495.23,Year,Y,1,13
Asia,Master's,N,Y,144,Northeast,42692.99,Year,Y,0,18
Asia,Bachelor's,N,N,5543,South,258044.72,Year,Y,1,165
Asia,Bachelor's,N,Y,2513,South,129873.18,Year,Y,0,17
Asia,Bachelor's,N,N,74,West,59782.98,Year,Y,1,47
Europe,Bachelor's,Y,N,1739,Northeast,82980.03,Year,Y,0,168
Asia,Bachelor's,N,N,2776,West,35560.68,Year,Y,0,148
North America,Master's,Y,N,11579,Northeast,75222.66,Year,Y,0,58
North America,Master's,N,N,487,Midwest,211819.51,Year,N,0,141
Asia,High School,Y,N,2595,West,152179.08,Year,Y,1,25
Europe,Bachelor's,Y,Y,2209,South,73006.58,Year,Y,1,58
North America,Master's,N,N,2782,South,94083.76,Year,Y,0,16
Asia,Bachelor's,Y,N,918,Northeast,67143.76,Year,Y,0,32
Asia,Master's,Y,N,54356,West,84870.17,Year,Y,0,19
Asia,Bachelor's,N,N,4135,West,643.4375,Hour,Y,1,20
Asia,Bachelor's,Y,N,1879,South,38545.56,Year,Y,1,32
Asia,Bachelor's,N,N,2481,Northeast,411.2051,Hour,Y,1,15
North America,Bachelor's,Y,N,2594,Northeast,36467.45,Year,N,0,28
Asia,Bachelor's,Y,N,579,South,73337.09,Year,Y,0,43
